episode,reward
135,-145.54955248557917
136,-161.47279959861473
137,-20.574283941439248
138,-211.32267639229622
139,1.1035191340484403
140,-126.7312103932249
141,156.47212987210543
142,-610.3755708899806
143,-10.979457029847481
144,-185.9483952911096
145,-12.005683742135929
146,-28.09004713107663
147,-17.815659072641935
148,-282.06319079234396
149,-282.8529357725671
150,-75.27204175369587
151,-176.1988518512075
152,-152.3313241349865
153,-3.359241497029373
154,-282.5275143064809
155,-86.11494530116329
156,13.43399824340159
157,-193.8479018494648
158,-201.59800606172266
159,-65.16947287992814
160,4.615498403850097
161,-251.4648302384372
162,-14.164542866473923
163,40.27422050982622
164,-150.36655258789025
165,-19.487801405308375
166,-7.867784709825088
167,6.7760752950175345
168,-67.41451856607537
169,-93.76748691263003
170,-35.2062209001451
171,-135.6905910824293
172,-60.1652146585795
173,-287.1559824866294
174,-157.4481074199998
175,-162.41783850386443
176,-85.61172957210691
177,-426.2019572136945
178,-33.33842159377235
179,-100.50021645385209
180,-217.95473216427592
181,-113.23179804979571
182,-164.8382111736252
183,-38.755759890626805
184,-103.07813170287355
185,-27.56152826484802
186,-32.87654664898207
187,-138.80792806457043
188,-9.48314295426185
189,-222.7749475265926
190,-194.40095467771738
191,-91.84544927583292
192,-107.7636671566213
193,-8.747566911390635
194,-80.18653248531962
195,1.7395622796138497
196,-43.75389852739736
197,-169.34891130224895
198,-300.0899304379785
199,-26.752485461063046
200,-67.42955123999886
201,-216.6106997402447
202,-24.497007988625484
203,-37.195487384465025
204,-219.21383690341122
205,-180.3326514419528
206,-221.3358042551996
207,-15.980523463007131
208,-212.8451490132195
209,-177.22612245777776
210,-65.63818638827951
211,-176.29507266012342
212,-51.18828958614453
213,-16.409293334703193
214,-22.285682995076257
215,0.872281830443427
216,-27.660660048647443
217,-49.44032397597826
218,-48.19811814484683
219,-199.29740370684436
220,-35.80707817145628
221,-55.22914174282701
222,-49.51054903665897
223,6.347901671992403
224,-21.432872839590914
225,48.35932621799097
226,-200.90098654921658
227,-207.26644258275925
228,-70.99410685037608
229,15.712824198778492
230,-278.2583672358803
231,-178.28813294551165
232,-72.45834090592801
233,-233.7038704304642
234,-64.1602535607858
235,-35.03233520210772
236,-42.9066153752595
237,-29.94528514376816
238,-45.11999239042293
239,-5.693638016255761
240,-12.257913021998633
241,-36.45165035779266
242,-193.98698933325235
243,-13.601590396815809
244,-206.2570049121955
245,-44.181859394248534
246,-59.22674092308034
247,-173.93279137154178
248,-238.04725326918756
249,-69.20936559881554
250,-135.82771351598296
251,-46.05202531538027
252,-12.764884720164247
253,-235.49903414445097
254,-0.05712151769395746
255,-30.397807591704563
256,-94.31699695706438
257,49.01056977156685
258,-88.35052075784625
259,-35.90467379411348
260,-45.928739865429975
261,-15.791756652811785
262,-0.8174503049662007
263,-46.69600619401923
264,-27.010947091354154
265,-24.636261590525777
266,27.011916260729436
267,-226.40765636659054
268,9.16637721220728
269,-65.68699734461948
270,-3.760640048178118
271,-24.72384073056176
272,-20.214546255811086
273,13.771777219946358
274,-70.66158434017603
275,-38.38825979633339
276,-170.21586705622897
277,-150.97994533025008
278,-196.18528434874057
279,-40.32754612719613
280,-225.15562552433613
281,5.806573098894589
282,46.36686978238856
283,-21.511031477800856
284,-252.57550493733675
285,11.818882323972645
286,-48.45067415903147
287,40.3314474364947
288,-165.86136384653423
289,-177.4400300445866
290,23.405468535577995
291,-68.37765516866018
292,-46.50894528236405
293,-229.87007890733514
294,-206.2939381544561
295,-35.050228525768034
296,-207.38638928681155
297,-82.97937313799436
298,-214.74411407458697
299,-293.4583364858879
300,-24.337813770897725
301,-21.06692482100901
302,-24.097145753139017
303,-26.318891440131637
304,-95.10332173349175
305,-136.68613527051633
306,-19.146325926919232
307,-244.89857142504184
308,9.573120553577269
309,221.84519686132145
310,-222.97919816055665
311,-446.81402309652805
312,-7.430798105289256
313,-7.5310384364003795
314,-103.08052231352805
315,-54.97848999823464
316,-102.6339850901495
317,-219.59521808282915
318,38.35508206766647
319,-64.07496070211954
320,-37.82912059881393
321,-62.43419677725773
322,-21.824594852279603
323,-185.48037626158708
324,-175.70475350441382
325,-17.536589937144328
326,5.289250786472692
327,-46.10640811977873
328,32.115363137137365
329,-67.13560661566126
330,-28.097612701051844
331,-152.2373973363687
332,37.148481450927136
333,20.84955717533397
334,-101.08306654876935
335,-62.63262538358667
336,-207.59124186643567
337,-44.62651315945046
338,-282.9476031846355
339,7.01804116225415
340,-190.10146429463236
341,27.57436474915572
342,3.2874980349850347
343,27.885700803435185
344,-287.1309412816839
345,-27.111110506639037
346,0.7704052373689336
347,-30.451372935063162
348,-204.9881242755511
349,-38.7821532625822
350,-43.192441536855014
351,-88.13142575385564
352,-26.10297680304032
353,189.04452122431826
354,-33.2782727608208
355,-163.6921187401882
356,-238.494416457699
357,50.05708607065998
358,-195.68510890068904
359,-88.34722120597029
360,-61.23736913933982
361,-28.146700823808573
362,-287.92982431655366
363,8.264819871820052
364,-7.426617213250623
365,-234.1736227713379
366,2.7705197904689527
367,31.620655338708303
368,161.3595100065351
369,11.89021257939828
370,13.329274810149457
371,-121.64036006733053
372,-208.78461044397818
373,-48.05178135524372
374,-13.968667275963796
375,-31.62536456890176
376,-10.188738684012009
377,-232.1547238392895
378,-223.27622036039668
379,-39.558830962621016
380,-4.421780810430957
381,-13.931795451364096
382,-26.336905508899918
383,20.960619472466192
384,-11.93377697268032
385,-49.93161872060665
386,-10.26851525655728
387,-214.7542100593193
388,-214.0959271320536
389,-81.42825679890383
390,-22.27973746815769
391,-8.288983344437227
392,-110.35030948261068
393,-72.4299817495881
394,-230.83938721096195
395,-67.6840092913603
396,15.561408037115271
397,-241.4008235935281
398,-28.24485081241889
399,-50.91100954592277
400,-98.07167229360934
401,-46.39084244675463
402,-43.74143380818953
403,-100.77933867718276
404,-243.8422937562467
405,-10.865641989155336
406,-20.31543896758329
407,-134.53182101278458
408,-186.47102011628994
409,-1.3539862396131745
410,-21.402842641232667
411,-252.66378452931858
412,-8.663458533410477
413,-15.599874629133055
414,-152.2577365830084
415,-70.73686987544365
416,-146.38238207611948
417,-209.86371375333258
418,-189.0346865137078
419,9.188160884863962
420,3.0039274851478552
421,-47.08231373483807
422,-70.8906696139957
423,7.769153744503257
424,-230.64962705645473
425,28.31295897655926
426,-312.3321804739335
427,-20.83332154238734
428,-7.9121530816830585
429,19.47325339511076
430,-144.65430275172199
431,-111.18072435453742
432,-33.001613236659594
433,-174.89466197001687
434,6.950154176062981
435,-195.56225334197478
436,11.26661553601376
437,-304.4588864893589
438,-107.1969913719048
439,-38.78917344002373
440,-192.82175784386007
441,-45.81958908360471
442,-49.305599075834195
443,-146.04604206198826
444,-189.56617756487807
445,23.9023936195682
446,-7.521422539815802
447,-89.21734168930493
448,-208.55338302015355
449,-37.72425989182372
450,-188.45154395495618
451,-352.661848672302
452,-83.9505914500454
453,-13.905435819824632
454,9.012572412671489
455,-199.32188933565027
456,-63.76259895439723
457,-122.9737205936573
458,29.37448345379579
459,-82.53524087951432
460,23.18304465948978
461,174.57865396290612
462,-206.502916857223
463,3.9479742485101923
464,-38.925547918202085
465,-33.80861631783863
466,10.106155989352573
467,-63.59597769076936
468,-28.017223211405437
469,123.19632772677716
470,-262.6718664058448
471,16.948600437333923
472,-32.06801350393734
473,-200.356365888298
474,-66.56560551430539
475,97.70388307368786
476,-27.243601794970488
477,-197.51566554756954
478,-80.14563611594836
479,-3.9759488143347
480,-35.423733066520796
481,-428.2524793219182
482,-51.20048446287343
483,-42.14780865592854
484,-62.69711651998432
485,5.573358603917001
486,-168.90915284698204
487,-209.33130998893898
488,-64.15082065574572
489,-200.15044877307577
490,-53.36285420514218
491,-3.5313122654335416
492,-22.57684983829695
493,-209.4161901075812
494,-72.65362724536658
495,-52.07062961230615
496,-15.057220776412265
497,-43.65213648428096
498,202.88276069412854
499,-201.95912103348996
500,189.00613103284786
