episode,reward
0,-112.60058268944022
1,-46.864119408319965
2,-319.321661229417
3,-549.4262450205858
4,-367.664640400463
5,-280.33450623192925
6,-100.65334178534508
7,-78.31430080066993
8,-155.89113905206466
9,-325.01856826915684
10,-186.70266912034845
11,-87.02754088757764
12,-167.45756235510606
13,-187.02821774919397
14,-298.1712459693788
15,-338.1061712449821
16,-360.412897523936
17,-197.2764268850624
18,-170.7120286534777
19,-304.47146027234885
20,-325.2779386152533
21,-221.26264256577667
22,-225.0724311162483
23,-115.55434322089788
24,-106.3640237939274
25,-134.8643270549319
26,-115.5546938299167
27,-88.8602013444657
28,-43.140782856570354
29,-253.98777890332002
30,-246.82641385965132
31,-264.884688877243
32,-149.15869807125827
33,-258.70684539428584
34,-415.10167100239966
35,-251.55367718920712
36,-129.3530115353688
37,-253.23748614304645
38,-311.3606814383436
39,-379.6201574641853
40,-327.1492785867233
41,-408.63552347829847
42,-395.342398123572
43,-255.2135574003133
44,-273.41192557849376
45,-249.7993553742558
46,-240.49424412589008
47,-154.89522528532228
48,-281.49604740654615
49,-181.20764883624966
50,-227.42500109702047
51,-251.74368166023325
52,-43.309675666205976
53,-244.51991998559987
54,-38.04447211528739
55,-234.3708769403217
56,-5.611796776787784
57,-158.29711129455114
58,-282.0628013019801
59,-56.92805644033717
60,-86.76173658798211
61,-40.01621481811126
62,-192.47681732181704
63,-98.91901817579561
64,-120.0451516833493
65,-61.11197946729699
66,-251.58716756465577
67,-136.39587563499026
68,-209.81615812090138
69,-252.2985177224072
70,-62.334087414317494
71,-213.40170125044182
72,-35.98552712997626
73,-140.00000329674037
74,-332.6406594137138
75,-281.40166275045596
76,-127.82328192561275
77,-311.97794637254674
78,-66.73055464306289
79,-101.63229415582317
80,-78.51318401179195
81,-29.2287804136362
82,-295.1409704434815
83,-165.84236468644224
84,-182.70780558044976
85,-103.85410267203503
86,-70.48375996589553
87,-123.48577892197076
88,-104.03516032266543
89,-146.53803386680158
90,-69.91554781286739
91,-314.16449019901916
92,-167.9863257174751
93,-21.51262970714805
94,-182.15380797792173
95,-160.77413977583296
96,-122.59693249564577
97,-294.42636785396536
98,-99.7383020032122
99,-1.0818722972473438
100,-113.40968801717955
101,-141.64987044603038
102,-226.69637250121536
103,-178.2501619335176
104,-113.64637446393743
105,-72.69736827681686
106,-54.37461960934699
107,-43.142325971478286
108,-216.56565452110812
109,-186.82358014106816
110,-165.67059461263995
111,-182.04018053806317
112,-287.2251143507226
113,-172.62740829566462
114,-102.87991057861528
115,-206.1292858785559
116,-316.49221215397284
117,-166.82876991833967
118,-253.6138780894364
119,-241.7002819934839
120,-9.64562194573044
121,-263.92720198257337
122,-141.8013893562606
123,-174.9415917394702
124,-197.71412750973656
125,-340.25793245927997
