0,12.0
1,16.0
2,14.0
3,27.0
4,11.0
5,11.0
6,20.0
7,11.0
8,14.0
9,11.0
10,15.0
11,12.0
12,9.0
13,27.0
14,13.0
15,37.0
16,13.0
17,37.0
18,9.0
19,11.0
20,12.0
21,36.0
22,37.0
23,11.0
24,9.0
25,11.0
26,37.0
27,11.0
28,32.0
29,11.0
30,30.0
31,42.0
32,44.0
33,41.0
34,35.0
35,45.0
36,39.0
37,55.0
38,41.0
39,39.0
40,38.0
41,38.0
42,35.0
43,34.0
44,40.0
45,61.0
46,40.0
47,10.0
48,40.0
49,33.0
50,36.0
51,49.0
52,43.0
53,51.0
54,60.0
55,44.0
56,76.0
57,42.0
58,74.0
59,55.0
60,57.0
61,57.0
62,36.0
63,59.0
64,65.0
65,61.0
66,57.0
67,54.0
68,69.0
69,61.0
70,69.0
71,72.0
72,62.0
73,69.0
74,69.0
75,63.0
76,48.0
77,53.0
78,56.0
79,65.0
80,56.0
81,52.0
82,63.0
83,59.0
84,58.0
85,54.0
86,49.0
87,66.0
88,54.0
89,58.0
90,92.0
91,54.0
92,61.0
93,59.0
94,58.0
95,69.0
96,66.0
97,67.0
98,49.0
99,61.0
100,80.0
101,84.0
102,55.0
103,49.0
104,62.0
105,69.0
106,61.0
107,78.0
108,81.0
109,60.0
110,92.0
111,99.0
112,114.0
113,51.0
114,65.0
115,49.0
116,61.0
117,136.0
118,141.0
119,99.0
120,60.0
121,45.0
122,117.0
123,118.0
124,63.0
125,133.0
126,113.0
127,128.0
128,122.0
129,143.0
130,119.0
131,122.0
132,35.0
133,132.0
134,129.0
135,119.0
136,117.0
137,135.0
138,131.0
139,121.0
140,126.0
141,128.0
142,125.0
143,115.0
144,131.0
145,54.0
146,122.0
147,133.0
148,124.0
149,116.0
150,132.0
151,125.0
152,116.0
153,127.0
154,121.0
155,124.0
156,132.0
157,115.0
158,116.0
159,119.0
160,33.0
161,114.0
162,136.0
163,121.0
164,114.0
165,142.0
166,137.0
167,131.0
168,133.0
169,127.0
170,135.0
171,136.0
172,139.0
173,114.0
174,145.0
175,120.0
176,139.0
177,149.0
178,134.0
179,135.0
180,43.0
181,125.0
182,43.0
183,138.0
184,126.0
185,137.0
186,134.0
187,134.0
188,137.0
189,130.0
190,129.0
191,136.0
192,120.0
193,141.0
194,140.0
195,130.0
196,114.0
197,120.0
198,120.0
199,113.0
200,112.0
201,130.0
202,125.0
203,127.0
204,131.0
205,139.0
206,133.0
207,138.0
208,143.0
209,130.0
210,126.0
211,121.0
212,124.0
213,129.0
214,142.0
215,129.0
216,123.0
217,123.0
218,140.0
219,135.0
220,156.0
221,144.0
222,133.0
223,119.0
224,148.0
225,126.0
226,141.0
227,150.0
228,138.0
229,151.0
230,150.0
231,131.0
232,121.0
233,145.0
234,144.0
235,153.0
236,146.0
237,165.0
238,121.0
239,122.0
240,143.0
241,143.0
242,134.0
243,145.0
244,141.0
245,129.0
246,146.0
247,144.0
248,144.0
249,121.0
250,133.0
251,121.0
252,125.0
253,39.0
254,137.0
255,144.0
256,125.0
257,126.0
258,145.0
259,124.0
260,136.0
261,154.0
262,125.0
263,131.0
264,138.0
265,145.0
266,123.0
267,153.0
268,145.0
269,133.0
270,145.0
271,133.0
272,119.0
273,134.0
274,143.0
275,131.0
276,149.0
277,137.0
278,133.0
279,129.0
280,127.0
281,133.0
282,142.0
283,128.0
284,142.0
285,137.0
286,142.0
287,141.0
288,154.0
289,142.0
290,150.0
291,147.0
292,140.0
293,138.0
294,133.0
295,147.0
296,136.0
297,131.0
298,127.0
299,141.0
300,147.0
